@relation ThresholdCurve

@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
5082,1927,792,6217,0.112998,0.725068,0.865169,0.725068,0.134831,0.788947,0.419033,1.730337,0.999999
5078,1931,788,6221,0.112427,0.724497,0.865667,0.724497,0.134333,0.788816,0.418462,1.731333,0.999999
5075,1934,788,6221,0.112427,0.724069,0.865598,0.724069,0.134402,0.788533,0.418248,1.731196,0.999999
5074,1935,788,6221,0.112427,0.723926,0.865575,0.723926,0.134425,0.788439,0.418177,1.73115,0.999999
5069,1940,787,6222,0.112284,0.723213,0.865608,0.723213,0.134392,0.78803,0.417749,1.731216,0.999999
5068,1941,787,6222,0.112284,0.72307,0.865585,0.72307,0.134415,0.787935,0.417677,1.73117,0.999999
5065,1944,786,6223,0.112142,0.722642,0.865664,0.722642,0.134336,0.787714,0.417392,1.731328,0.999999
5063,1946,786,6223,0.112142,0.722357,0.865618,0.722357,0.134382,0.787525,0.417249,1.731236,0.999999
5058,1951,783,6226,0.111714,0.721644,0.865948,0.721644,0.134052,0.787237,0.416679,1.731895,0.999999
5053,1956,780,6229,0.111285,0.72093,0.866278,0.72093,0.133722,0.786949,0.416108,1.732556,0.999999
5051,1958,780,6229,0.111285,0.720645,0.866232,0.720645,0.133768,0.78676,0.415965,1.732464,0.999999
5049,1960,778,6231,0.111,0.72036,0.866484,0.72036,0.133516,0.786694,0.41568,1.732967,0.999999
5048,1961,778,6231,0.111,0.720217,0.866461,0.720217,0.133539,0.786599,0.415609,1.732921,0.999999
5047,1962,777,6232,0.110857,0.720074,0.866587,0.720074,0.133413,0.786566,0.415466,1.733173,0.999999
5042,1967,775,6234,0.110572,0.719361,0.86677,0.719361,0.13323,0.786215,0.414966,1.73354,0.999999
5042,1967,774,6235,0.110429,0.719361,0.866919,0.719361,0.133081,0.786277,0.414895,1.733838,0.999999
5042,1967,773,6236,0.110287,0.719361,0.867068,0.719361,0.132932,0.786338,0.414824,1.734136,0.999999
5041,1968,771,6238,0.110001,0.719218,0.867343,0.719218,0.132657,0.786366,0.41461,1.734687,0.999999
5040,1969,768,6241,0.109573,0.719075,0.867769,0.719075,0.132231,0.786455,0.414324,1.735537,0.999999
5038,1971,767,6242,0.109431,0.71879,0.867873,0.71879,0.132127,0.786327,0.41411,1.735745,0.999999
5035,1974,767,6242,0.109431,0.718362,0.867804,0.718362,0.132196,0.786043,0.413896,1.735608,0.999999
5034,1975,767,6242,0.109431,0.718219,0.867781,0.718219,0.132219,0.785948,0.413825,1.735563,0.999999
5030,1979,767,6242,0.109431,0.717649,0.86769,0.717649,0.13231,0.785569,0.41354,1.73538,0.999999
5028,1981,767,6242,0.109431,0.717363,0.867645,0.717363,0.132355,0.78538,0.413397,1.735289,0.999999
5024,1985,767,6242,0.109431,0.716793,0.867553,0.716793,0.132447,0.785,0.413112,1.735106,0.999999
5023,1986,767,6242,0.109431,0.71665,0.86753,0.71665,0.13247,0.784905,0.41304,1.73506,0.999999
5021,1988,763,6246,0.10886,0.716365,0.868084,0.716365,0.131916,0.784961,0.412612,1.736169,0.999999
5020,1989,763,6246,0.10886,0.716222,0.868062,0.716222,0.131938,0.784866,0.412541,1.736123,0.999999
5017,1992,762,6247,0.108717,0.715794,0.868143,0.715794,0.131857,0.784642,0.412256,1.736287,0.999999
5017,1992,761,6248,0.108575,0.715794,0.868294,0.715794,0.131706,0.784703,0.412184,1.736587,0.999999
5016,1993,760,6249,0.108432,0.715651,0.868421,0.715651,0.131579,0.78467,0.412042,1.736842,0.999999
5016,1993,759,6250,0.108289,0.715651,0.868571,0.715651,0.131429,0.784731,0.41197,1.737143,0.999999
5012,1997,758,6251,0.108147,0.715081,0.868631,0.715081,0.131369,0.784412,0.411614,1.737262,0.999999
5011,1998,756,6253,0.107861,0.714938,0.868909,0.714938,0.131091,0.78444,0.4114,1.737819,0.999999
5005,2004,754,6255,0.107576,0.714082,0.869074,0.714082,0.130926,0.783991,0.410829,1.738149,0.999999
5001,2008,753,6256,0.107433,0.713511,0.869135,0.713511,0.130865,0.783672,0.410472,1.738269,0.999999
5001,2008,752,6257,0.107291,0.713511,0.869286,0.713511,0.130714,0.783733,0.410401,1.738571,0.999999
4998,2011,751,6258,0.107148,0.713083,0.869369,0.713083,0.130631,0.783508,0.410116,1.738737,0.999999
4992,2017,748,6261,0.10672,0.712227,0.869686,0.712227,0.130314,0.78312,0.409474,1.739373,0.999999
4990,2019,746,6263,0.106435,0.711942,0.869944,0.711942,0.130056,0.783052,0.409188,1.739888,0.999999
4988,2021,746,6263,0.106435,0.711656,0.869899,0.711656,0.130101,0.782861,0.409046,1.739798,0.999999
4987,2022,746,6263,0.106435,0.711514,0.869876,0.711514,0.130124,0.782766,0.408974,1.739752,0.999999
4982,2027,745,6264,0.106292,0.7108,0.869914,0.7108,0.130086,0.782349,0.408546,1.739829,0.999999
4980,2029,745,6264,0.106292,0.710515,0.869869,0.710515,0.130131,0.782158,0.408403,1.739738,0.999999
4976,2033,744,6265,0.106149,0.709944,0.86993,0.709944,0.13007,0.781837,0.408047,1.73986,0.999999
4974,2035,743,6266,0.106007,0.709659,0.870037,0.709659,0.129963,0.781707,0.407833,1.740073,0.999999
4971,2038,743,6266,0.106007,0.709231,0.869968,0.709231,0.130032,0.781419,0.407619,1.739937,0.999999
4971,2038,742,6267,0.105864,0.709231,0.870121,0.709231,0.129879,0.781481,0.407547,1.740242,0.999999
4970,2039,740,6269,0.105579,0.709088,0.870403,0.709088,0.129597,0.781508,0.407333,1.740806,0.999999
4967,2042,739,6270,0.105436,0.70866,0.870487,0.70866,0.129513,0.781282,0.407048,1.740974,0.999999
4965,2044,733,6276,0.10458,0.708375,0.871358,0.708375,0.128642,0.781459,0.406477,1.742717,0.999999
4964,2045,732,6277,0.104437,0.708232,0.871489,0.708232,0.128511,0.781425,0.406335,1.742978,0.999999
4963,2046,732,6277,0.104437,0.70809,0.871466,0.70809,0.128534,0.781329,0.406263,1.742932,0.999999
4962,2047,731,6278,0.104294,0.707947,0.871597,0.707947,0.128403,0.781294,0.406121,1.743193,0.999999
4961,2048,730,6279,0.104152,0.707804,0.871727,0.707804,0.128273,0.78126,0.405978,1.743455,0.999999
4959,2050,729,6280,0.104009,0.707519,0.871835,0.707519,0.128165,0.781129,0.405764,1.743671,0.999999
4957,2052,728,6281,0.103866,0.707234,0.871944,0.707234,0.128056,0.780999,0.40555,1.743887,0.999999
4949,2060,728,6281,0.103866,0.706092,0.871763,0.706092,0.128237,0.78023,0.404979,1.743527,0.999999
4946,2063,726,6283,0.103581,0.705664,0.872003,0.705664,0.127997,0.780065,0.404623,1.744006,0.999999
4945,2064,726,6283,0.103581,0.705521,0.87198,0.705521,0.12802,0.779968,0.404551,1.743961,0.999999
4944,2065,724,6285,0.103296,0.705379,0.872265,0.705379,0.127735,0.779995,0.404337,1.744531,0.999999
4944,2065,723,6286,0.103153,0.705379,0.872419,0.705379,0.127581,0.780057,0.404266,1.744839,0.999999
4941,2068,722,6287,0.10301,0.704951,0.872506,0.704951,0.127494,0.77983,0.403981,1.745011,0.999999
4940,2069,722,6287,0.10301,0.704808,0.872483,0.704808,0.127517,0.779733,0.403909,1.744966,0.999999
4939,2070,721,6288,0.102868,0.704665,0.872615,0.704665,0.127385,0.779698,0.403767,1.74523,0.999999
4937,2072,720,6289,0.102725,0.70438,0.872724,0.70438,0.127276,0.779567,0.403553,1.745448,0.999999
4936,2073,715,6294,0.102012,0.704237,0.873474,0.704237,0.126526,0.779779,0.403125,1.746947,0.999999
4934,2075,714,6295,0.101869,0.703952,0.873584,0.703952,0.126416,0.779648,0.402911,1.747167,0.999999
4928,2081,712,6297,0.101584,0.703096,0.873759,0.703096,0.126241,0.779192,0.40234,1.747518,0.999999
4928,2081,709,6300,0.101156,0.703096,0.874224,0.703096,0.125776,0.779377,0.402126,1.748448,0.999999
4927,2082,709,6300,0.101156,0.702953,0.874202,0.702953,0.125798,0.77928,0.402055,1.748403,0.999999
4925,2084,706,6303,0.100728,0.702668,0.874623,0.702668,0.125377,0.779272,0.401698,1.749245,0.999999
4923,2086,706,6303,0.100728,0.702383,0.874578,0.702383,0.125422,0.779079,0.401555,1.749156,0.999999
4922,2087,706,6303,0.100728,0.70224,0.874556,0.70224,0.125444,0.778982,0.401484,1.749112,0.999999
4921,2088,706,6303,0.100728,0.702097,0.874533,0.702097,0.125467,0.778886,0.401412,1.749067,0.999999
4920,2089,705,6304,0.100585,0.701955,0.874667,0.701955,0.125333,0.778851,0.40127,1.749333,0.999999
4917,2092,704,6305,0.100442,0.701527,0.874755,0.701527,0.125245,0.778622,0.400984,1.749511,0.999999
4914,2095,703,6306,0.1003,0.701099,0.874844,0.701099,0.125156,0.778394,0.400699,1.749688,0.999999
4913,2096,702,6307,0.100157,0.700956,0.874978,0.700956,0.125022,0.778359,0.400556,1.749955,0.999999
4910,2099,700,6309,0.099872,0.700528,0.875223,0.700528,0.124777,0.778192,0.4002,1.750446,0.999999
4908,2101,700,6309,0.099872,0.700243,0.875178,0.700243,0.124822,0.777998,0.400057,1.750357,0.999999
4906,2103,699,6310,0.099729,0.699957,0.87529,0.699957,0.12471,0.777866,0.399843,1.75058,0.999999
4905,2104,697,6312,0.099444,0.699815,0.87558,0.699815,0.12442,0.777892,0.399629,1.75116,0.999999
4904,2105,696,6313,0.099301,0.699672,0.875714,0.699672,0.124286,0.777857,0.399486,1.751429,0.999999
4903,2106,694,6315,0.099016,0.699529,0.876005,0.699529,0.123995,0.777884,0.399272,1.75201,0.999999
4902,2107,694,6315,0.099016,0.699387,0.875983,0.699387,0.124017,0.777787,0.399201,1.751966,0.999999
4901,2108,694,6315,0.099016,0.699244,0.875961,0.699244,0.124039,0.77769,0.39913,1.751921,0.999999
4900,2109,694,6315,0.099016,0.699101,0.875939,0.699101,0.124061,0.777593,0.399058,1.751877,0.999999
4899,2110,694,6315,0.099016,0.698958,0.875916,0.698958,0.124084,0.777496,0.398987,1.751833,0.999999
4899,2110,693,6316,0.098873,0.698958,0.876073,0.698958,0.123927,0.777557,0.398916,1.752146,0.999999
4898,2111,690,6319,0.098445,0.698816,0.876521,0.698816,0.123479,0.777645,0.39863,1.753042,0.999999
4897,2112,688,6321,0.09816,0.698673,0.876813,0.698673,0.123187,0.777672,0.398416,1.753626,0.999999
4896,2113,688,6321,0.09816,0.69853,0.876791,0.69853,0.123209,0.777575,0.398345,1.753582,0.999999
4893,2116,686,6323,0.097874,0.698102,0.877039,0.698102,0.122961,0.777407,0.397988,1.754078,0.999999
4890,2119,685,6324,0.097731,0.697674,0.87713,0.697674,0.12287,0.777177,0.397703,1.75426,0.999999
4890,2119,684,6325,0.097589,0.697674,0.877287,0.697674,0.122713,0.777239,0.397632,1.754575,0.999999
4884,2125,680,6329,0.097018,0.696818,0.877786,0.696818,0.122214,0.776903,0.396918,1.755572,0.999999
4881,2128,679,6330,0.096875,0.69639,0.877878,0.69639,0.122122,0.776673,0.396633,1.755755,0.999999
4879,2130,679,6330,0.096875,0.696105,0.877834,0.696105,0.122166,0.776478,0.39649,1.755668,0.999999
4877,2132,679,6330,0.096875,0.69582,0.87779,0.69582,0.12221,0.776283,0.396348,1.75558,0.999999
4877,2132,678,6331,0.096733,0.69582,0.877948,0.69582,0.122052,0.776345,0.396276,1.755896,0.999999
4876,2133,678,6331,0.096733,0.695677,0.877926,0.695677,0.122074,0.776248,0.396205,1.755852,0.999999
4875,2134,677,6332,0.09659,0.695534,0.878062,0.695534,0.121938,0.776212,0.396062,1.756124,0.999999
4874,2135,677,6332,0.09659,0.695392,0.87804,0.695392,0.12196,0.776115,0.395991,1.75608,0.999999
4872,2137,677,6332,0.09659,0.695106,0.877996,0.695106,0.122004,0.77592,0.395848,1.755992,0.999999
4870,2139,674,6335,0.096162,0.694821,0.878427,0.694821,0.121573,0.77591,0.395492,1.756854,0.999999
4868,2141,673,6336,0.096019,0.694536,0.878542,0.694536,0.121458,0.775777,0.395278,1.757084,0.999999
4864,2145,671,6338,0.095734,0.693965,0.878771,0.693965,0.121229,0.77551,0.394849,1.757543,0.999999
4862,2147,669,6340,0.095449,0.69368,0.879045,0.69368,0.120955,0.775439,0.394564,1.758091,0.999999
4861,2148,669,6340,0.095449,0.693537,0.879024,0.693537,0.120976,0.775341,0.394493,1.758047,0.999999
4861,2148,666,6343,0.095021,0.693537,0.879501,0.693537,0.120499,0.775526,0.394279,1.759001,0.999999
4859,2150,665,6344,0.094878,0.693252,0.879616,0.693252,0.120384,0.775393,0.394065,1.759232,0.999999
4856,2153,663,6346,0.094593,0.692824,0.87987,0.692824,0.12013,0.775223,0.393708,1.759739,0.999999
4854,2155,662,6347,0.09445,0.692538,0.879985,0.692538,0.120015,0.77509,0.393494,1.759971,0.999999
4854,2155,661,6348,0.094307,0.692538,0.880145,0.692538,0.119855,0.775152,0.393423,1.76029,0.999999
4851,2158,660,6349,0.094165,0.69211,0.88024,0.69211,0.11976,0.77492,0.393137,1.760479,0.999999
4849,2160,659,6350,0.094022,0.691825,0.880356,0.691825,0.119644,0.774786,0.392923,1.760712,0.999999
4849,2160,658,6351,0.093879,0.691825,0.880516,0.691825,0.119484,0.774848,0.392852,1.761031,0.999999
4846,2163,658,6351,0.093879,0.691397,0.880451,0.691397,0.119549,0.774554,0.392638,1.760901,0.999999
4842,2167,657,6352,0.093737,0.690826,0.880524,0.690826,0.119476,0.774224,0.392281,1.761047,0.999999
4841,2168,657,6352,0.093737,0.690683,0.880502,0.690683,0.119498,0.774126,0.39221,1.761004,0.999999
4841,2168,656,6353,0.093594,0.690683,0.880662,0.690683,0.119338,0.774188,0.392139,1.761324,0.999999
4840,2169,655,6354,0.093451,0.690541,0.880801,0.690541,0.119199,0.774152,0.391996,1.761601,0.999999
4837,2172,655,6354,0.093451,0.690113,0.880736,0.690113,0.119264,0.773858,0.391782,1.761471,0.999999
4836,2173,653,6356,0.093166,0.68997,0.881035,0.68997,0.118965,0.773884,0.391568,1.76207,0.999999
4835,2174,652,6357,0.093023,0.689827,0.881174,0.689827,0.118826,0.773848,0.391425,1.762347,0.999999
4827,2182,651,6358,0.092881,0.688686,0.881161,0.688686,0.118839,0.773124,0.390783,1.762322,0.999999
4824,2185,647,6362,0.09231,0.688258,0.88174,0.688258,0.11826,0.773077,0.390284,1.76348,0.999999
4823,2186,645,6364,0.092025,0.688115,0.882041,0.688115,0.117959,0.773103,0.39007,1.764082,0.999999
4821,2188,643,6366,0.091739,0.68783,0.882321,0.68783,0.117679,0.77303,0.389785,1.764641,0.999999
4820,2189,642,6367,0.091597,0.687687,0.882461,0.687687,0.117539,0.772993,0.389642,1.764921,0.999999
4819,2190,642,6367,0.091597,0.687545,0.882439,0.687545,0.117561,0.772895,0.389571,1.764878,0.999999
4819,2190,641,6368,0.091454,0.687545,0.882601,0.687545,0.117399,0.772957,0.389499,1.765201,0.999999
4818,2191,641,6368,0.091454,0.687402,0.882579,0.687402,0.117421,0.772859,0.389428,1.765158,0.999999
4815,2194,641,6368,0.091454,0.686974,0.882515,0.686974,0.117485,0.772563,0.389214,1.765029,0.999999
4810,2199,639,6370,0.091168,0.686261,0.882731,0.686261,0.117269,0.772195,0.388715,1.765462,0.999999
4808,2201,638,6371,0.091026,0.685975,0.88285,0.685975,0.11715,0.772059,0.3885,1.7657,0.999999
4803,2206,635,6374,0.090598,0.685262,0.883229,0.685262,0.116771,0.771752,0.38793,1.766458,0.999999
4798,2211,635,6374,0.090598,0.684548,0.883122,0.684548,0.116878,0.771259,0.387573,1.766243,0.999999
4797,2212,634,6375,0.090455,0.684406,0.883263,0.684406,0.116737,0.771222,0.38743,1.766526,0.999999
4796,2213,633,6376,0.090312,0.684263,0.883404,0.684263,0.116596,0.771185,0.387288,1.766808,0.999999
4794,2215,632,6377,0.09017,0.683978,0.883524,0.683978,0.116476,0.771049,0.387074,1.767048,0.999999
4788,2221,631,6378,0.090027,0.683122,0.883558,0.683122,0.116442,0.770518,0.386574,1.767116,0.999999
4786,2223,631,6378,0.090027,0.682836,0.883515,0.682836,0.116485,0.77032,0.386432,1.76703,0.999999
4785,2224,631,6378,0.090027,0.682694,0.883493,0.682694,0.116507,0.770221,0.38636,1.766987,0.999999
4780,2229,629,6380,0.089742,0.68198,0.883712,0.68198,0.116288,0.76985,0.385861,1.767425,0.999999
4779,2230,629,6380,0.089742,0.681838,0.883691,0.681838,0.116309,0.769751,0.38579,1.767382,0.999999
4778,2231,629,6380,0.089742,0.681695,0.883669,0.681695,0.116331,0.769652,0.385718,1.767339,0.999999
4774,2235,627,6382,0.089456,0.681124,0.88391,0.681124,0.11609,0.76938,0.38529,1.767821,0.999999
4770,2239,625,6384,0.089171,0.680554,0.884152,0.680554,0.115848,0.769107,0.384862,1.768304,1
4769,2240,625,6384,0.089171,0.680411,0.884131,0.680411,0.115869,0.769007,0.384791,1.768261,1
4768,2241,622,6387,0.088743,0.680268,0.884601,0.680268,0.115399,0.769094,0.384506,1.769202,1
4767,2242,622,6387,0.088743,0.680126,0.88458,0.680126,0.11542,0.768995,0.384434,1.769159,1
4765,2244,621,6388,0.0886,0.67984,0.884701,0.67984,0.115299,0.768858,0.38422,1.769402,1
4764,2245,621,6388,0.0886,0.679698,0.88468,0.679698,0.11532,0.768759,0.384149,1.769359,1
4758,2251,618,6391,0.088172,0.678841,0.885045,0.678841,0.114955,0.768349,0.383507,1.770089,1
4752,2257,616,6393,0.087887,0.677985,0.885246,0.677985,0.114754,0.767876,0.382936,1.770492,1
4751,2258,616,6393,0.087887,0.677843,0.885225,0.677843,0.114775,0.767776,0.382865,1.770449,1
4748,2261,614,6395,0.087602,0.677415,0.88549,0.677415,0.11451,0.767602,0.382508,1.770981,1
4747,2262,614,6395,0.087602,0.677272,0.885469,0.677272,0.114531,0.767502,0.382437,1.770938,1
4746,2263,613,6396,0.087459,0.677129,0.885613,0.677129,0.114387,0.767464,0.382294,1.771226,1
4742,2267,611,6398,0.087174,0.676559,0.885858,0.676559,0.114142,0.76719,0.381866,1.771717,1
4740,2269,610,6399,0.087031,0.676273,0.885981,0.676273,0.114019,0.767052,0.381652,1.771963,1
4739,2270,610,6399,0.087031,0.676131,0.88596,0.676131,0.11404,0.766953,0.381581,1.77192,1
4739,2270,609,6400,0.086888,0.676131,0.886126,0.676131,0.113874,0.767015,0.381509,1.772251,1
4737,2272,607,6402,0.086603,0.675845,0.886415,0.675845,0.113585,0.766939,0.381224,1.772829,1
4736,2273,605,6404,0.086318,0.675703,0.886725,0.675703,0.113275,0.766964,0.38101,1.773451,1
4735,2274,605,6404,0.086318,0.67556,0.886704,0.67556,0.113296,0.766864,0.380939,1.773408,1
4734,2275,605,6404,0.086318,0.675417,0.886683,0.675417,0.113317,0.766764,0.380867,1.773366,1
4732,2277,605,6404,0.086318,0.675132,0.88664,0.675132,0.11336,0.766564,0.380725,1.773281,1
4729,2280,604,6405,0.086175,0.674704,0.886743,0.674704,0.113257,0.766326,0.380439,1.773486,1
4728,2281,602,6407,0.08589,0.674561,0.887054,0.674561,0.112946,0.766351,0.380225,1.774109,1
4727,2282,600,6409,0.085604,0.674419,0.887366,0.674419,0.112634,0.766375,0.380011,1.774732,1
4726,2283,599,6410,0.085462,0.674276,0.887512,0.674276,0.112488,0.766337,0.379869,1.775023,1
4724,2285,599,6410,0.085462,0.673991,0.887469,0.673991,0.112531,0.766137,0.379726,1.774939,1
4721,2288,599,6410,0.085462,0.673563,0.887406,0.673563,0.112594,0.765837,0.379512,1.774812,1
4721,2288,598,6411,0.085319,0.673563,0.887573,0.673563,0.112427,0.765899,0.379441,1.775146,1
4712,2297,594,6415,0.084748,0.672278,0.888051,0.672278,0.111949,0.765246,0.378513,1.776103,1
4711,2298,594,6415,0.084748,0.672136,0.88803,0.672136,0.11197,0.765145,0.378442,1.77606,1
4710,2299,594,6415,0.084748,0.671993,0.888009,0.671993,0.111991,0.765045,0.378371,1.776018,1
4708,2301,593,6416,0.084606,0.671708,0.888134,0.671708,0.111866,0.764907,0.378157,1.776269,1
4707,2302,593,6416,0.084606,0.671565,0.888113,0.671565,0.111887,0.764806,0.378085,1.776226,1
4703,2306,590,6419,0.084177,0.670994,0.888532,0.670994,0.111468,0.764591,0.377586,1.777064,1
4702,2307,590,6419,0.084177,0.670852,0.888511,0.670852,0.111489,0.764491,0.377515,1.777022,1
4698,2311,589,6420,0.084035,0.670281,0.888595,0.670281,0.111405,0.764151,0.377158,1.777189,1
4698,2311,588,6421,0.083892,0.670281,0.888763,0.670281,0.111237,0.764213,0.377087,1.777526,1
4694,2315,584,6425,0.083321,0.66971,0.889352,0.66971,0.110648,0.76406,0.376516,1.778704,1
4692,2317,583,6426,0.083179,0.669425,0.889479,0.669425,0.110521,0.763921,0.376302,1.778957,1
4685,2324,582,6427,0.083036,0.668426,0.889501,0.668426,0.110499,0.763278,0.375731,1.779001,1
4683,2326,578,6431,0.082465,0.668141,0.890135,0.668141,0.109865,0.763325,0.375303,1.78027,1
4683,2326,577,6432,0.082323,0.668141,0.890304,0.668141,0.109696,0.763387,0.375232,1.780608,1
4683,2326,576,6433,0.08218,0.668141,0.890473,0.668141,0.109527,0.76345,0.375161,1.780947,1
4681,2328,572,6437,0.081609,0.667856,0.89111,0.667856,0.10889,0.763497,0.374732,1.78222,1
4676,2333,571,6438,0.081467,0.667142,0.891176,0.667142,0.108824,0.763055,0.374304,1.782352,1
4675,2334,571,6438,0.081467,0.667,0.891155,0.667,0.108845,0.762954,0.374233,1.78231,1
4672,2337,571,6438,0.081467,0.666572,0.891093,0.666572,0.108907,0.762651,0.374019,1.782186,1
4671,2338,571,6438,0.081467,0.666429,0.891072,0.666429,0.108928,0.76255,0.373948,1.782144,1
4669,2340,571,6438,0.081467,0.666144,0.891031,0.666144,0.108969,0.762348,0.373805,1.782061,1
4667,2342,571,6438,0.081467,0.665858,0.890989,0.665858,0.109011,0.762146,0.373662,1.781978,1
4666,2343,571,6438,0.081467,0.665716,0.890968,0.665716,0.109032,0.762045,0.373591,1.781936,1
4664,2345,570,6439,0.081324,0.66543,0.891097,0.66543,0.108903,0.761905,0.373377,1.782193,1
4654,2355,568,6441,0.081039,0.664003,0.891229,0.664003,0.108771,0.761017,0.372521,1.782459,1
4653,2356,568,6441,0.081039,0.663861,0.891209,0.663861,0.108791,0.760916,0.37245,1.782417,1
4651,2358,568,6441,0.081039,0.663575,0.891167,0.663575,0.108833,0.760713,0.372307,1.782334,1
4649,2360,566,6443,0.080753,0.66329,0.891467,0.66329,0.108533,0.760635,0.372022,1.782934,1
4648,2361,566,6443,0.080753,0.663147,0.891446,0.663147,0.108554,0.760533,0.37195,1.782892,1
4641,2368,562,6447,0.080183,0.662149,0.891985,0.662149,0.108015,0.760072,0.371166,1.783971,1
4636,2373,560,6449,0.079897,0.661435,0.892225,0.661435,0.107775,0.759689,0.370666,1.78445,1
4635,2374,560,6449,0.079897,0.661293,0.892204,0.661293,0.107796,0.759587,0.370595,1.784408,1
4634,2375,557,6452,0.079469,0.66115,0.892699,0.66115,0.107301,0.759672,0.37031,1.785398,1
4633,2376,557,6452,0.079469,0.661007,0.892678,0.661007,0.107322,0.75957,0.370238,1.785356,1
4632,2377,557,6452,0.079469,0.660865,0.892658,0.660865,0.107342,0.759469,0.370167,1.785315,1
4627,2382,557,6452,0.079469,0.660151,0.892554,0.660151,0.107446,0.75896,0.36981,1.785108,1
4625,2384,557,6452,0.079469,0.659866,0.892513,0.659866,0.107487,0.758756,0.369668,1.785025,1
4619,2390,555,6454,0.079184,0.65901,0.892733,0.65901,0.107267,0.75827,0.369097,1.785466,1
4615,2394,552,6457,0.078756,0.658439,0.893168,0.658439,0.106832,0.758049,0.368598,1.786336,1
4607,2402,551,6458,0.078613,0.657298,0.893176,0.657298,0.106824,0.757294,0.367955,1.786351,1
4603,2406,550,6459,0.078471,0.656727,0.893266,0.656727,0.106734,0.756948,0.367599,1.786532,1
4603,2406,549,6460,0.078328,0.656727,0.893439,0.656727,0.106561,0.75701,0.367527,1.786879,1
4600,2409,547,6462,0.078043,0.656299,0.893724,0.656299,0.106276,0.756828,0.367171,1.787449,1
4597,2412,547,6462,0.078043,0.655871,0.893663,0.655871,0.106337,0.756521,0.366957,1.787325,1
4596,2413,545,6464,0.077757,0.655728,0.893989,0.655728,0.106011,0.756543,0.366743,1.787979,1
4595,2414,545,6464,0.077757,0.655586,0.893969,0.655586,0.106031,0.756441,0.366671,1.787938,1
4593,2416,544,6465,0.077614,0.6553,0.894102,0.6553,0.105898,0.756298,0.366457,1.788203,1
4588,2421,538,6471,0.076758,0.654587,0.895045,0.654587,0.104955,0.75616,0.365673,1.79009,1
4585,2424,537,6472,0.076616,0.654159,0.895158,0.654159,0.104842,0.755915,0.365387,1.790316,1
4583,2426,535,6474,0.07633,0.653874,0.895467,0.653874,0.104533,0.755834,0.365102,1.790934,1
4581,2428,533,6476,0.076045,0.653588,0.895776,0.653588,0.104224,0.755754,0.364817,1.791553,1
4581,2428,532,6477,0.075902,0.653588,0.895951,0.653588,0.104049,0.755816,0.364745,1.791903,1
4576,2433,530,6479,0.075617,0.652875,0.896201,0.652875,0.103799,0.755427,0.364246,1.792401,1
4570,2439,529,6480,0.075474,0.652019,0.896254,0.652019,0.103746,0.754873,0.363747,1.792508,1
4568,2441,529,6480,0.075474,0.651733,0.896213,0.651733,0.103787,0.754667,0.363604,1.792427,1
4567,2442,529,6480,0.075474,0.651591,0.896193,0.651591,0.103807,0.754564,0.363533,1.792386,1
4564,2445,528,6481,0.075332,0.651163,0.896308,0.651163,0.103692,0.754318,0.363247,1.792616,1
4564,2445,527,6482,0.075189,0.651163,0.896484,0.651163,0.103516,0.75438,0.363176,1.792968,1
4560,2449,527,6482,0.075189,0.650592,0.896403,0.650592,0.103597,0.753968,0.362891,1.792805,1
4559,2450,526,6483,0.075046,0.650449,0.896559,0.650449,0.103441,0.753928,0.362748,1.793117,1
4557,2452,526,6483,0.075046,0.650164,0.896518,0.650164,0.103482,0.753721,0.362605,1.793036,1
4555,2454,522,6487,0.074476,0.649879,0.897183,0.649879,0.102817,0.753765,0.362177,1.794367,1
4552,2457,522,6487,0.074476,0.649451,0.897123,0.649451,0.102877,0.753455,0.361963,1.794245,1
4548,2461,521,6488,0.074333,0.64888,0.897218,0.64888,0.102782,0.753105,0.361607,1.794437,1
4548,2461,519,6490,0.074048,0.64888,0.897573,0.64888,0.102427,0.75323,0.361464,1.795145,1
4544,2465,517,6492,0.073762,0.648309,0.897846,0.648309,0.102154,0.752941,0.361036,1.795693,1
4541,2468,514,6495,0.073334,0.647881,0.898318,0.647881,0.101682,0.752818,0.360608,1.796637,1
4540,2469,513,6496,0.073192,0.647739,0.898476,0.647739,0.101524,0.752777,0.360465,1.796952,1
4536,2473,513,6496,0.073192,0.647168,0.898396,0.647168,0.101604,0.752364,0.36018,1.796791,1
4536,2473,512,6497,0.073049,0.647168,0.898574,0.647168,0.101426,0.752426,0.360108,1.797147,1
4532,2477,512,6497,0.073049,0.646597,0.898493,0.646597,0.101507,0.752012,0.359823,1.796987,1
4528,2481,509,6500,0.072621,0.646027,0.898948,0.646027,0.101052,0.751785,0.359324,1.797896,1
4527,2482,509,6500,0.072621,0.645884,0.898928,0.645884,0.101072,0.751681,0.359252,1.797855,1
4524,2485,508,6501,0.072478,0.645456,0.899046,0.645456,0.100954,0.751433,0.358967,1.798092,1
4523,2486,508,6501,0.072478,0.645313,0.899026,0.645313,0.100974,0.751329,0.358896,1.798052,1
